,url,region,price,type,sqfeet,beds,baths,cats_allowed,dogs_allowed,smoking_allowed,wheelchair_access,electric_vehicle_charge,comes_furnished,laundry_options,parking_options,image_url,description,lat,long,state
321140,https://vermont.craigslist.org/apa/d/saint-johnsbury-available-for-immediate/7029023351.html,vermont,1000,house,2050,3,1.0,1,1,1,0,0,0,,,https://images.craigslist.org/00i0i_dOULfpOg0GB_600x450.jpg,"This large ranch home is located on a private cul-de-sac walking distance to the ballfields, grocery stores, Railroad Street and so much more! The large lot is partially wooded offering views of town and the river below. The over-sized two car garages offer lots of room for tools, cars or yard equipment. There is additional storage space above one of the garages accessed by pull down stairs. The bright walk-out basement offers a large rec room, storage and utility area with lots of built in storage. Three bedrooms and a full bath on one floor add to the charm of this home. For application- grace.forever3 at aol dot com",44.4272,-72.0051,vt
321141,https://vermont.craigslist.org/apa/d/saint-johnsbury-available-for-immediate/7029023016.html,vermont,1000,house,2050,3,1.0,1,1,1,1,0,0,,,https://images.craigslist.org/00i0i_dOULfpOg0GB_600x450.jpg,"=   This Large Ranch Home is Located on a Private cul-de-sac walking distance to the ballfields, grocery stores, Railroad Street and so much more!The Large Lot is Partially Wooded offering Views of town and the River below. the over-sized two car Garages offer Lots of room for tools, cars or yard equipment. There is Additional Storage Space above One of the Garages accessed by pull down stairs. the Bright Walk-out basement offers a Large rec room, Storage and utility Area with Lots of built in storage. Three bedrooms and a Full bath on One floor add to the charm of This home. for application- grace.forever3 at aol dot com",44.4272,-72.0051,vt
321142,https://vermont.craigslist.org/apa/d/lyndonville-2-bedrooms-manufactured-home/7028993983.html,vermont,800,manufactured,824,2,1.0,1,1,1,1,0,0,,,https://images.craigslist.org/00R0R_4TxCUjJTVsh_600x450.jpg,"What a unique spot! Tucked away just off the main, paved road is this privately located home overlooking The Hawkins Brook. Enjoy the privacy of this country setting while being close to town and minutes from The Kingdon Trails. The home is immaculate, it is a 2002 manufactured home that is like new, on a slab, offering two bedrooms, large bath, wood stove, mudroom entrance as well as porch. There is a good size detached garage as well! A brand new septic system was installed in 2005. For application- gorgeoushome43 at aol dot com",44.5555,-72.0715,vt
321143,https://vermont.craigslist.org/apa/d/lyndonville-2-bedrooms-manufactured-home/7028993458.html,vermont,800,manufactured,824,2,1.0,1,1,1,1,0,0,,,https://images.craigslist.org/00R0R_4TxCUjJTVsh_600x450.jpg,"What a unique spot! Tucked away just off the main, paved road is this privately located home overlooking The Hawkins Brook. Enjoy the privacy of this country setting while being close to town and minutes from The Kingdon Trails. The home is immaculate, it is a 2002 manufactured home that is like new, on a slab, offering two bedrooms, large bath, wood stove, mudroom entrance as well as porch. There is a good size detached garage as well! A brand new septic system was installed in 2005. For application- gorgeoushome43 at aol dot com",44.5555,-72.0715,vt
321144,https://vermont.craigslist.org/apa/d/springfield-large-single-family-home/7028944844.html,vermont,900,house,2376,3,2.0,1,1,1,1,0,0,,,https://images.craigslist.org/00o0o_78lU9NDORUG_600x450.jpg,"True Gem! Desirable location with amazing views, located on a dead end road, country setting just minutes to downtown. This ranch style home with level lot, perennial beds, room for a garden, room to play and just enjoy the peace and quiet from large back deck. Home has generously sized rooms, wood floors, fire place, finished family room in the walk out basement, first floor laundry, cedar closets, attached garage. For application- blessed.daily at aol dot com",43.3034,-72.4778,vt
321145,https://vermont.craigslist.org/apa/d/springfield-large-single-family-home/7028944039.html,vermont,900,house,2376,3,2.0,1,1,1,0,0,0,,,https://images.craigslist.org/00o0o_78lU9NDORUG_600x450.jpg,"True Gem! Desirable location with amazing views, located on a dead end road, country setting just minutes to downtown. This ranch style home with level lot, perennial beds, room for a garden, room to play and just enjoy the peace and quiet from large back deck. Home has generously sized rooms, wood floors, fire place, finished family room in the walk out basement, first floor laundry, cedar closets, attached garage. For application- blessed.daily at aol dot com",43.3034,-72.4778,vt
321146,https://vermont.craigslist.org/apa/d/lyndonville-4bedrooms2bathroomsle/7028913951.html,vermont,1200,house,2302,4,2.0,1,1,1,1,0,0,,,https://images.craigslist.org/00h0h_31J3n5MaxSZ_600x450.jpg,"So many opportunities with this move in ready, charming, in town, Lyndonville home that has both residential and commercial zoning. Welcome to your spacious four bedroom home with a large living room, delightful sunroom, formal dining room, eat in kitchen, and large bonus room. This home boasts a standing seam roof, attached one car garage, and there is limited yard work to do so you will have time to enjoy all that the area has to offer. Walking distance to shops, restaurants, and parks and minutes to Burke Mountain and the Kingdom Trails. High school choice of the Lyndon Institute or St Johnsbury Academy. For application-hope.moment at aol dot com",44.5555,-72.0715,vt
321147,https://vermont.craigslist.org/apa/d/williamstown-williamstown-village-3/7028907689.html,vermont,1000,manufactured,1050,3,2.0,0,0,0,0,0,0,w/d hookups,off-street parking,https://images.craigslist.org/00E0E_5NA1LfzTpQz_600x450.jpg,"3 Bedroom , 2 Bathroom double wide on it's own lot next to a little stream.  Open living area kitchen, livingroom, dining room. Master bedroom is on the left side, 2 other bedrooms and hall bath are on the right side.  Master bathroom is a nice size with a master bath that has a large soaking tub and separate shower. Other 2 bedrooms are average size and have nice size walk in closets. There is a Laundry/bedroom off of the kitchen.   REQUIREMENTS: Minimum $50,000 a year income, Good Credit 650 or above and a Good reference from your Current landlord when we call them.  First ($1,000) and Security ($2,000). Total of $3,000 when signing a 2 year agreemt NO SMOKING  NO PETS  We May consider One neutered pet.  NO UTILITIES INCLUDED   CALL if you'd like to set up a time to see the home or if you have questions.  THANKS  Paul  show contact info  Audrey  show contact info   Credit & Background check done on Everyone 18 years or older.  We like to get a few questions answered Before showing the home.  1) What is your Monthly or Yearly household Income? 2) Will your Current Landlord give you a good reference? 3) What is your Credit Score(s)?  If you looking to rent in Williamstown,  Northfield, Barre or Montpelier are take a look at this home.",44.1221,-72.5402,vt
321148,https://vermont.craigslist.org/apa/d/newport-its-wonderful-and-pleasent/7028895834.html,vermont,1000,house,1274,3,1.0,1,1,1,1,0,0,,,https://images.craigslist.org/00808_1Tqp71hq4V4_600x450.jpg,"This 3 bedroom ranch is in a great location on Newport's Eastside. The home is complimented by hardwood & tile floors, modern paint colors, and a remodeled bath room. A mud room leads to an expanded galley kitchen, a large dining room and a gracious living room all creating an open yet defined floor plan. A central bathroom has washer and dryer hook ups. The master is spacious followed by a nicely sized 2nd bedroom and an averaged sized final bedroom. For application- goodness.mercy5 at aol dot com",44.9393,-72.2065,vt
321149,https://vermont.craigslist.org/apa/d/newport-its-wonderful-and-pleasent/7028895545.html,vermont,1000,house,1274,3,1.0,1,1,1,1,0,0,,,https://images.craigslist.org/00808_1Tqp71hq4V4_600x450.jpg,"This 3 bedroom ranch is in a great location on Newport's Eastside. The home is complimented by hardwood & tile floors, modern paint colors, and a remodeled bath room. A mud room leads to an expanded galley kitchen, a large dining room and a gracious living room all creating an open yet defined floor plan. A central bathroom has washer and dryer hook ups. The master is spacious followed by a nicely sized 2nd bedroom and an averaged sized final bedroom. For application- goodness.mercy5 at aol dot com",44.9393,-72.2065,vt
321150,https://vermont.craigslist.org/apa/d/winooski-fantastic-family-home-with-so/7028880885.html,vermont,1200,house,2520,4,2.0,1,1,1,1,0,0,,,https://images.craigslist.org/00v0v_5VYSvkgn13z_600x450.jpg,"This rare and unique, traditional four square home is located just a quick jaunt from the Winooski Rotary and a five minute drive from Church St. and all the amenities and culture the Downtown Burlington Area has to offer. The four bedroom, two full bath home, has a newly renovated kitchen, complete with amazing quartz counter tops and energy efficient appliances throughout. For application- gracefamily434 at aol dot com",44.4949,-73.1874,vt
321151,https://vermont.craigslist.org/apa/d/winooski-fantastic-family-home-with-so/7028880568.html,vermont,1200,house,2520,4,2.0,1,1,1,1,0,0,,,https://images.craigslist.org/00v0v_5VYSvkgn13z_600x450.jpg,"This rare and unique, traditional four square home is located just a quick jaunt from the Winooski Rotary and a five minute drive from Church St. and all the amenities and culture the Downtown Burlington Area has to offer. The four bedroom, two full bath home, has a newly renovated kitchen, complete with amazing quartz counter tops and energy efficient appliances throughout. For application- gracefamily434 at aol dot com",44.4949,-73.1874,vt
321152,https://vermont.craigslist.org/apa/d/hartland-tinkham-hill-estate-offering/7028846018.html,vermont,5000,house,5500,3,3.5,1,1,0,0,0,1,laundry on site,attached garage,https://images.craigslist.org/00000_2dsQ1GQYGmw_600x450.jpg,"Come enjoy breathtaking southerly views from this well-appointed country estate! Situated on a peaceful dead-end road is this newly constructed three bedroom home. The main residence has three levels of living, very light rooms with quality design and finish. Open airy living spaces and with direct access onto a sprawling deck. Featuring a main level bedroom with upper bedroom suites. The lower family room provides great recreation space and heated vehicle storage. Additional this property has a four-stall barn with run-in shelter and plenty of garage space for your collection. Tinkham Hill Estate is located within a short drive (17Miles) to cultural events of Hanover, White River Junction and Woodstock. Also, it is a steppingstone to all Vermont skiing, hiking and wilderness adventures. Just two hours from Boston, 4.5 hours from NYC. Come treat yourself. Available for rental April 1st, 2020. Term is negotiable Mo. to Mo., 6 Month, or 1 year fully furnished. House is for sale. Showings with notice and 60-day written notice to terminate lease by either party. Pets negotiable with additional security deposit. Credit check and application required. Landlord maintains well, septic, yard, electric, heat, hot water and plowing. Tenant pays all other utilities and services.",43.5274,-72.43,vt
321153,https://vermont.craigslist.org/apa/d/worcester-furnished-1-br-utilities/7013833086.html,vermont,1095,apartment,675,1,1.0,0,0,0,0,0,1,w/d in unit,off-street parking,https://images.craigslist.org/00s0s_10VFBH09apT_600x450.jpg,"Furnished 1-bedroom apartment with pastoral and mountain views.  This 675-square-foot upstairs apartment has hardwood floors and high ceilings.  South-facing windows for bright daylight, plus south-facing balcony.  Stackable washer/dryer, full-sized bath.  Wifi, oil heat, electricity and snow plowing included. Located on quiet, dead-end road, near state highway, nine miles north of Montpelier (12-minute commute).  Available late November.  Seeking tenant through April with option to renew.  Enjoy outdoor recreation and organic gardens. Rent is $1,095/month.  We require references and deposit.  Sorry, no pets or smoking.  Please write or call for details.",44.3944,-72.5609,vt
321154,https://vermont.craigslist.org/apa/d/3-br-apartment-2nd-floor-for-rent-saint/7011002367.html,vermont,1400,apartment,1000,3,1.0,1,1,1,0,0,0,,off-street parking,https://images.craigslist.org/00707_8nQ5eYBllT8_600x450.jpg,Large 3 BR $1400.00/month + Utilities . Oil Heat and Electric are not included. It does include  free parking and garbage pickup and It's a 2nd floor  apartment  Includes your own parking spot  Section 8 approved!  Also available large First Floor 2 BR apartment same terms $1100/month + Utilities.,44.8111,-73.089,vt
321155,https://vermont.craigslist.org/apa/d/richmond-two-bedroom-15-bath-with/7010064206.html,vermont,1850,apartment,1350,2,1.5,0,1,0,0,0,0,w/d in unit,off-street parking,https://images.craigslist.org/00e0e_im8FiFs13fO_600x450.jpg,"Beautiful, recently updated two bedroom, 1.5 bathroom apartment in a side-by-side duplex available for rent. This home features hardwood floors, stainless steel appliances, concrete and butcher block counters, open floor plan, window shades, built-ins, wired speakers, sunny mudroom, large master bedroom, walk-in laundry room, detached studio, beautiful patio,  private yard and parking for two cars.  It is located in a sought-after neighborhood in downtown Richmond within walking distance of restaurants and grocery store, just five minutes from the interstate and twenty minutes to Burlington.  Easy access to many hiking/biking trails.  One dog is allowed with rental references. Utilities not included.    Available January 1.",44.3873,-72.9533,vt
321156,https://vermont.craigslist.org/apa/d/burlington-4-5-bedroom-house-for-rent/7009359322.html,vermont,4000,house,2286,5,3.0,0,0,0,0,0,0,laundry in bldg,off-street parking,https://images.craigslist.org/00u0u_6LuXt7odsGo_600x450.jpg,"Come enjoy a spacious and well maintained 4-5 bedroom, 3 bathroom single-family home in South Burlington. Located just steps from UVM campus, UVM Medical and Downtown Burlington. This house offers a large, partially fenced, private yard, outdoor patio, and three-season porch!   Home has 3 bedrooms upstairs and 2 downstairs with one full bath and two Â¾ baths. Downstairs has its own private entrance off the front of the house. Washer/dryer in the basement. Two to four cars can park in the driveway.   Timing: June 1, 2020  Price: $4,000/month Plus Gas/Water/Electric/Trash.  Size: 2,286 SF Recent Improvements: New gas boiler/water heater. New electrical. (2018) Landlord to cover lawn maintenance. Plowing/shoveling to be covered by Tenants.  No Pets.  Listed by Kendra Kenney (real estate agent with Donahue & Associates)",44.4679,-73.1903,vt
321157,https://vermont.craigslist.org/apa/d/essex-junction-two-bedroom-at-5-corners/7009873913.html,vermont,1675,apartment,1000,2,2.0,1,1,0,0,0,0,laundry in bldg,off-street parking,https://images.craigslist.org/00D0D_gpQ9YePcCLv_600x450.jpg,"5 Corners is available Now. 5 Corners is a true neighborhood location, centrally located in the heart of Essex Junction. 5 Corners is within walking distance to restaurants, shopping, grocery stores, and other businesses and services. Its central location allows easy access to 1-89 and is only minutes to the airport and the hospital. Downtown Burlington is only a short drive away.  This like new apartments features 2 bedroom 2 bath apartment priced at $1800.00. This unit is spacious and bright with 9ft ceilings that allow the natural light to flow in. You will love living in this ideal setting with everything you need right at your doorstep. Two balcony's!  Property Features:  - Bright and Spacious units in the heart of Five Corners, Essex - 9' Ceilings with lots of closet space and storage - Dishwasher, Microwave, Disposal, Refrigerator - Upgraded Kitchen with granite counters and Stainless Steel Appliances - Underground/Covered parking (most units) - Central Air - Hardwood Flooring - Bathrooms with Tile Floors - Wall to Wall Carpet in Bedrooms - Laundry Facilities on premises - Terraced balconies on select units with amazing views of the Green Mountains  Community Features:  - Ideally located close to I-89, Burlington, Airport , Hospital and University - Shopping and all Services within walking distance - Underground or covered parking - Near public transit - Elevator - Retail Services on First Floor of building (restaurants etc)   Visit www.5cornersessex.com for more information and to see floor plans and pricing of each available unit. Don't miss this fabulous opportunity to live in this amazing complex.  Our professional management staff can be contacted at  show contact info",44.5035,-73.0906,vt
321158,https://vermont.craigslist.org/apa/d/essex-junction-apartment-close-to/7009725506.html,vermont,1850,apartment,1050,2,2.0,1,1,1,0,0,0,laundry in bldg,off-street parking,https://images.craigslist.org/00D0D_gpQ9YePcCLv_600x450.jpg,"Five Corners in Essex Junction VT is available Now. 5 Corners is a true neighborhood location, centrally located in the heart of Essex Junction. 5 Corners is within walking distance to restaurants, shopping, grocery stores, and other businesses and services. Its central location allows easy access to 1-89 and is only minutes to the airport and the hospital. Downtown Burlington is only a short drive away.  This  apartment features 2 bedroom 2 bath priced at $1850.00. This south facing end unit is spacious and bright with 9ft ceilings that allow the natural light to flow in. It has amazing southern views with two balconies You will love living in this ideal setting with everything you need right at your doorstep.  Property Features:  - Bright and Spacious units in the heart of Five Corners, Essex - 9' Ceilings with lots of closet space and storage - Dishwasher, Microwave, Disposal, Refrigerator - Upgraded Kitchen with granite counters and Stainless Steel Appliances - Underground/Covered parking (most units) - Central Air - Hardwood Flooring - Bathrooms with Tile Floors - Wall to Wall Carpet in Bedrooms - Laundry Facilities on premises - Terraced balconies on select units with amazing views of the Green Mountains  Community Features:  - Ideally located close to I-89, Burlington, Airport , Hospital and University - Shopping and all Services within walking distance - Underground or covered parking for most units - Near public transit - Elevator - Retail Services on First Floor of building (restaurants etc)   Visit www.5cornersessex.com for more information and to see floor plans and pricing of each available unit. Don't miss this fabulous opportunity to live in this amazing complex.  Our professional management staff can be contacted at  show contact info",44.5035,-73.0906,vt
321159,https://vermont.craigslist.org/apa/d/winooski-spacious-updated-loft-nice/7014273562.html,vermont,1625,apartment,878,1,1.0,1,0,0,0,1,0,laundry in bldg,off-street parking,https://images.craigslist.org/00000_hl8xfN1Y6fV_600x450.jpg,"The Woolen Mill has an updated loft w a nice private wooded view for January 2020. All Woolen Mill layouts have original wood beams and exposed brick throughout from when it was an operating mill. Tall vaulted ceilings and oversize windows that face a Southern exposure for lots of afternoon sun. First floor has entryway closet, spacious shared living/dining area, and galley kitchen w white quartz counter tops, maple wood cabinets and stainless steel appliances including microwave, dishwasher, disposal, gas stove and refrigerator. Second floor has storage area, bathroom, walk-in closet and bedroom. Tenant is responsible for electric, heat and internet/cable. No Smoking/No Dogs.  Rent Includes:  â¢ Off-Street Parking â¢ Laundry Facility â¢ Indoor Heated Pool â¢ 24/7 Fitness Center â¢ Business Center â¢ Media Room â¢ Study â¢ Racquetball Court â¢ On-site Management â¢ On-site Maintenance â¢ 24-Hr Emergency Service  Call or email today to schedule a showing! For further information visit: www.woolen-mill.com",44.4949,-73.1874,vt
321160,https://vermont.craigslist.org/apa/d/quechee-furnished-3-bdrm-condo-avail/7027420224.html,vermont,1500,condo,1250,3,2.5,0,0,0,0,0,1,w/d in unit,off-street parking,https://images.craigslist.org/00V0V_f5WPUMv8g3c_600x450.jpg,"FIREPLACE NO PETS TENANT PAYS UTILITIES AVAILABLE 12 MONTHS  Property Offered By: Quechee Properties 55 Village Green Quechee, VT 05059  show contact info  Contact Sheron",43.6636,-72.4444,vt
321161,https://vermont.craigslist.org/apa/d/2-bedroom-apartment-with-nice-deck/7011142608.html,vermont,1000,apartment,900,2,1.0,0,0,1,0,0,0,,,https://images.craigslist.org/00B0B_2WUPiHtpZFS_600x450.jpg,"Great 2 bedroom, 2 story, full bath apartment in awsome location avail. Directly on Sugarbush access road, minutes to the mountain! Unit has good natural light. Share a nice yard and privacy with neighbors, quadplex. Enjoy yourself on a spacious deck with mountain views. $1,000.00 plus utilities. Lease and good references required. First months rent, one months rent deposit (1,000.00) and $400.00 cleaning fee. No pets.  Call for more details,  show contact info",,,vt
321162,https://vermont.craigslist.org/apa/d/burlington-new-construction-high-end/7018554504.html,vermont,1750,apartment,950,1,1.5,0,0,1,0,0,0,laundry in bldg,off-street parking,https://images.craigslist.org/00O0O_a15d3L84BlW_600x450.jpg,"1br/1.5 ba apartment on first floor available on December 1, 2019. Property is being currently renovated, all the finishes and fixtures will be brand new.  Excellent location on Clarke St, 1 min walk to Church Street Marketplace. Off street parking in the back, two city spots right out front. Full kitchen, bathroom, bedroom, living room. Basement is dry with a lot of storage space and washer/dryer hook up.   UTILITIES INCLUDED   Showings are being scheduled for October.",44.4814,-73.2125,vt
321163,https://vermont.craigslist.org/apa/d/shelburne-lakefront-executive-rental/7027235246.html,vermont,4500,house,2140,2,2.0,0,0,0,0,0,1,w/d in unit,off-street parking,https://images.craigslist.org/00Z0Z_ieMZSd5rlQX_600x450.jpg,"Currently rented till Jan 31, 2020. Stunning contemporary 2br/2ba on a larger lot perfect for entertaining and enjoying the outdoors, comes with a space for a dock. Beautiful panoramic Lake Champlain views, some of the best sunsets in the world! 125 ft of lake frontage ideal for swimming, boating and the perfect backdrop for amazing sunsets. Open interior layout with many windows, vaulted ceilings, wood flooring, custom interior finishes, large kitchen, and a fireplace. Furnished in contemporary style and outfitted with every necessity for a fantastic stay (including linens, kitchen utensils, and everything you see in the pictures).",44.4126,-73.2205,vt
321165,https://vermont.craigslist.org/apa/d/north-walpole-light-airy-completely/7027184644.html,vermont,1200,house,1150,2,1.5,0,0,0,0,0,0,w/d in unit,off-street parking,https://images.craigslist.org/00l0l_arGWK2kjUsn_600x450.jpg,"Ground floor 2 BR - 1 1/2 Bathroom house for rent  - main bedroom is 16'2"" x 13'8"" (3 windows)  - 2nd bedroom is 11' x 12' + closet (1 window)  - living room - 17' 8"" x 15'2""  (3 bay windows + 1 window)  - bathroom - 13' 9"" x 7'8"" (1 window)  - kitchen - 20' x 9'5"" (2 windows)  - laundry room (with toilet plus utility sink) 9'5"" x 5'5"" (1 window)  Landlord pays       - heat      - water      - outside maintenance - mowing lawn. and snow removal      - trash and recycling  You pay        - electric        - cable/internet/phone.  Apartment has been COMPLETELY REFURBISHED. Freshly painted inside.   New heat pump water heater - estimated cost to run it per year (not month) is $115. New double pane windows installed in May throughout the house.  No draft and quiet inside. New electric stove - smooth surface 5-element 6.4-cu ft self-cleaning convection (black-on-stainless steel) New microwave/exhaust fan - 1.7-cu ft over-the-range microwave (stainless steel) New refrigerator 21.4-cu ft side-by-side with ice maker (fingerprint-resistant stainless steel) New dishwasher - 50-decibel hard food disposer (fingerprint-resistant stainless steel) New cabinets and counter tops in  kitchen. New washing machine - 4.3 cubic feet high efficiency  New electric dryer - 7.0 cubic feet New carpets in bedrooms and living room New flooring in kitchen, bathroom, and laundry room Ceiling fans in both bedrooms and main room. Off-street parking for one car.  SHERIFF/STATE TROOPERS RECEIVE $200/MONTH DISCOUNT.  NO pets [non-negotiable; gold fish are okay] NO smoking [non-negotiable] NO drugs including marijuana  To move into this jewel you will need:     - Good references.  Yes, I will call them and talk to them.     - 1st month's rent ($1200).     - Security deposit ($1200).     - FICO score.  Rent assumes you pay electronically on the 1st.  If you pay later, then the rent is $1250. Square footage is approximate.",43.1482,-72.4664,vt
321166,https://vermont.craigslist.org/apa/d/williston-915-6th-ave/7015103948.html,vermont,700,house,1800,4,2.0,1,1,1,0,0,0,,,https://images.craigslist.org/00Y0Y_aZvewdHqW0c_600x450.jpg,"An entire Single Family stick built house on the quiet East side of Williston is located two blocks South of the ARC rec-center on the college campus. Also this home is 200 feet from Walt's Market where kids can buy candy and parents can buy MEAT. Look Walt's Market up on Facebook! This house has a 7,000 sq ft lot for parking RV's, Boat's, Cars, and more. Small garden already in existence. Fenced Dog Run in back yard. Main floor: 2 bed, 1 bath, kitchen, attached 1 car garage: Basement: 2 bed, 1 bath, kitchen",48.2257,-103.649,vt
321167,https://vermont.craigslist.org/apa/d/winooski-top-floor-loft-winooski/7014242398.html,vermont,1515,apartment,728,1,1.0,1,0,0,0,1,0,laundry in bldg,off-street parking,https://images.craigslist.org/00505_jlm0Cgk4zHQ_600x450.jpg,"The Woolen Mill has a top floor loft available in December. All Woolen Mill layouts have original wood beams and exposed brick throughout from when it was an operating mill. Tall vaulted ceilings and oversize windows for lots of natural sunlight. First floor has entryway closet, share living/dining area and galley kitchen with black granite counter tops, maple wood cabinets, and all black appliances including microwave, dishwasher, disposal, gas stove and refrigerator. Second floor has storage area, bathroom and bathroom w closet. Tenant is responsible for electric, heat and internet/cable. No Smoking/No Dogs.   Rent Includes:  â¢ Off-Street Parking â¢ Laundry Facility â¢ Indoor Heated Pool â¢ 24/7 Fitness Center â¢ Business Center â¢ Media Room â¢ Study â¢ Racquetball Court â¢ On-site Management â¢ On-site Maintenance â¢ 24-Hr Emergency Service  Call or email today to schedule a showing! For further information visit: www.woolen-mill.com",44.4949,-73.1874,vt
321168,https://vermont.craigslist.org/apa/d/winooski-updated-loft-winooski/7014254897.html,vermont,1525,apartment,728,1,1.0,1,0,0,0,1,0,laundry in bldg,off-street parking,https://images.craigslist.org/00707_adr1QOhzren_600x450.jpg,"The Woolen Mill has an updated loft available in December. All Woolen Mill layouts have original wood beams and exposed brick throughout from when it was an operating mill. Tall vaulted ceilings and oversize windows for lots of natural light. First floor has entryway closet, shared living/dining area and galley kitchen with white quartz counter tops, maple wood cabinets and stainless steel appliances including microwave, dishwasher, disposal, gas stove and refrigerator. Second floor has storage area, bathroom and bedroom w closet. Tenant is responsible for electric, heat and internet/cable. No Smoking/No Dogs.  Rent Includes:  â¢ Off-Street Parking â¢ Laundry Facility â¢ Indoor Heated Pool â¢ 24/7 Fitness Center â¢ Business Center â¢ Media Room â¢ Study â¢ Racquetball Court â¢ On-site Management â¢ On-site Maintenance â¢ 24-Hr Emergency Service  Call or email today to schedule a showing! For further information visit: www.woolen-mill.com",44.4949,-73.1874,vt
321169,https://vermont.craigslist.org/apa/d/newport-heat-included-1-bedroom-apt-in/7010102557.html,vermont,850,apartment,672,1,1.0,0,0,0,0,0,0,w/d in unit,off-street parking,https://images.craigslist.org/00k0k_e4vOBCdB0ub_600x450.jpg,"Heat and hot water are included in this like new 1 bedroom apartment. Located on private dead end street in Newport with views of Lake Memphremamgog. Rent includes: propane heat and hot water; lawn care; snow removal; rubbish removal. Appliances included: fridge; stove; microwave; dishwasher; washer and dryer. This unit has a large walk in closet and private outside storage. Tenant pays for power, cable, internet, and phone. No smoking and No pets allowed. $850 Monthly rent, security deposit is required. Text Lori at 8zero2-six73-006nine with your email address to receive an application, and to schedule a viewing of the apartment. Or call Lori at 8zero2-334-23one4.  Apartment is available immediately.",44.9321,-72.2171,vt
321170,https://vermont.craigslist.org/apa/d/newfane-1096vr-great-value-and/7009561027.html,vermont,750,apartment,500,1,1.0,0,0,0,0,0,0,laundry in bldg,off-street parking,https://images.craigslist.org/00I0I_3JmQSCMNrWQ_600x450.jpg,"No need to worry about your housing costs every month, because the rent for Apartment 205 at 1096 Vermont Route 30 in Newfane includes all utilities - heat, hot water, electricity, trash removal, snow removal and landscaping. The charming 1BR apartment on the 2nd floor is fully carpeted with curtains and blinds, ceiling fans and fabulous outdoor facilities. The walls were just repainted. The kitchen unit is brand news. The furnished deck in the rear of the 4-unit building overlooks the West River valley. The large covered porch for rainy days features a shared grill and refrigerator.  1 BR  Room dimensions: LR/DR 13.08' x 13.58'; KIT 5.3' x 5.25'; BR 14.25' x 14'  Free use of shared washer and dryer in cellar  Off-street parking  No pets  No smoking  $750/month  First, last and security to move in  NOTE: We only collect deposits after your application has been approved. If someone requests that you send a deposit prior to approval, it might be a scam.",43.0181,-72.6541,vt
321172,https://vermont.craigslist.org/apa/d/waitsfield-historic-brick-3-bedroom/7026870636.html,vermont,1550,house,2400,3,1.5,0,0,0,0,0,0,w/d hookups,off-street parking,https://images.craigslist.org/00Z0Z_iUEiobH7EpY_600x450.jpg,"Large light filled home in the heart of town.  Unfurnished,  3 bedrooms, 1 1/2 bathrooms, gracious front entrance foyer with elegant staircase and balcony above, dining room, living room with small fireplace, large kitchen with washer/dryer hook-up, spacious covered porch and side lawn.  Sunny back yard for gardening and outdoor activities.  Enjoy village living with easy access to amenities, library, church, elementary school, the Mad River and seasonal community events.  Parking shared with apartments behind.  No smoking or pets, $1550/month, plus utilities. 1st month, last month, 1 month security deposit. Zoned commercial/residential, ideal for professional in home office.  References required.",44.1911,-72.8212,vt
321173,https://vermont.craigslist.org/apa/d/keene-save-extra-money-with-only/7026820815.html,vermont,1700,apartment,1161,2,2.0,1,1,1,0,0,0,w/d in unit,off-street parking,https://images.craigslist.org/00d0d_2fZoIrv37Oj_600x450.jpg,"$500 security deposit with your good credit on all one and two bedroom apartments!!!  If youâre on the hunt for a modern apartment with historic flair, look no further than the brand new Colony Mill apartments in Keene! Constructed in the mid-1700s, this iconic landmark was once a cornerstone for the textile industry in Cheshire County, and today it is home to 89 beautifully renovated loft apartments that offer the perfect blend of modern convenience and old world charm.    This stunning iconic mill has original details like atriums, floor to ceiling windows, architectural features, original hardwood floors throughout and so much more. Each apartment at Colony Mill has a sleek, modern kitchen with granite countertops, stainless steel appliances, in-unit washer/dryer, central A/C and ample closet space. Many units also feature original hardwood flooring and floor-to-ceiling windows that provide scenic views of our cobblestone courtyard, downtown Keene and panoramic mountain views.    Colony Mill also offers a variety of onsite amenities, including fully equipped fitness center, game room, theatre room, and a Wifi Lounge.  Enjoy the nightlife? Residents have direct onsite access to Elm City Brewing Company, NBT Bank, and the Keene Casino.  All this without leaving the convenience of your parking lot.  We are pet friendly community, contact us for complete details on our pet policy.   Owned and professionally managed by Brady Sullivan Properties.  To schedule your personal tour, call us today at  show contact info  or click on the REPLY box above for our email contact info. Personal tours available 7 days a week: Monday - Saturday from 8:30 AM until 5:00 PM, Sunday from 12:00 PM â 5:00 PM.  *subject to change at any time.  Photos may represent similar unit.   es033                                          Keene, Gilsum, Sullivan, Spofford, Walpole, Chesterfield, Dublin, Stoddard, Nelson, Swanzey, West Swanzey, Marlborough, Westmoreland, Harrisville, Alstead, Marlow, West Chesterfield, Troy, Putney, Westminster",42.9627,-72.2955,vt
321174,https://vermont.craigslist.org/apa/d/burlington-3-bedroom-in-burlington-new/7026796352.html,vermont,2100,house,1618,3,2.0,1,0,1,0,0,0,w/d in unit,attached garage,https://images.craigslist.org/00Y0Y_6nKPtYbOrTj_600x450.jpg,"3 bedroom, 2 full bath. Located off of North Avenue close to bus line, beaches, shopping plaza, and schools. Washer/dryer in unit. NEW interior paint. 1 car garage/private driveway. Spacious backyard. Cats allowed on case by case basis with pet deposit.",44.516000000000005,-73.252,vt
